Subnet Calculation Results
------------------------------------------------------------------------
Subnet    Network Address   Host Range                      Broadcast Address
381       17.16.95.0        17.16.95.1 - 17.16.95.62           17.16.95.63
382       17.16.95.64       17.16.95.65 - 17.16.95.126          17.16.95.127
383       17.16.95.128      17.16.95.129 - 17.16.95.190          17.16.95.191
384       17.16.95.192      17.16.95.193 - 17.16.95.254          17.16.95.255
385       17.16.96.0        17.16.96.1 - 17.16.96.62           17.16.96.63
386       17.16.96.64       17.16.96.65 - 17.16.96.126          17.16.96.127
387       17.16.96.128      17.16.96.129 - 17.16.96.190          17.16.96.191
388       17.16.96.192      17.16.96.193 - 17.16.96.254          17.16.96.255
389       17.16.97.0        17.16.97.1 - 17.16.97.62           17.16.97.63
390       17.16.97.64       17.16.97.65 - 17.16.97.126          17.16.97.127
391       17.16.97.128      17.16.97.129 - 17.16.97.190          17.16.97.191
392       17.16.97.192      17.16.97.193 - 17.16.97.254          17.16.97.255
393       17.16.98.0        17.16.98.1 - 17.16.98.62           17.16.98.63
394       17.16.98.64       17.16.98.65 - 17.16.98.126          17.16.98.127
395       17.16.98.128      17.16.98.129 - 17.16.98.190          17.16.98.191
396       17.16.98.192      17.16.98.193 - 17.16.98.254          17.16.98.255
397       17.16.99.0        17.16.99.1 - 17.16.99.62           17.16.99.63
398       17.16.99.64       17.16.99.65 - 17.16.99.126          17.16.99.127
399       17.16.99.128      17.16.99.129 - 17.16.99.190          17.16.99.191
400       17.16.99.192      17.16.99.193 - 17.16.99.254          17.16.99.255
401       17.16.100.0       17.16.100.1 - 17.16.100.62          17.16.100.63
402       17.16.100.64      17.16.100.65 - 17.16.100.126         17.16.100.127
403       17.16.100.128     17.16.100.129 - 17.16.100.190         17.16.100.191
404       17.16.100.192     17.16.100.193 - 17.16.100.254         17.16.100.255
405       17.16.101.0       17.16.101.1 - 17.16.101.62          17.16.101.63
406       17.16.101.64      17.16.101.65 - 17.16.101.126         17.16.101.127
407       17.16.101.128     17.16.101.129 - 17.16.101.190         17.16.101.191
408       17.16.101.192     17.16.101.193 - 17.16.101.254         17.16.101.255
409       17.16.102.0       17.16.102.1 - 17.16.102.62          17.16.102.63
410       17.16.102.64      17.16.102.65 - 17.16.102.126         17.16.102.127
411       17.16.102.128     17.16.102.129 - 17.16.102.190         17.16.102.191
412       17.16.102.192     17.16.102.193 - 17.16.102.254         17.16.102.255
413       17.16.103.0       17.16.103.1 - 17.16.103.62          17.16.103.63
414       17.16.103.64      17.16.103.65 - 17.16.103.126         17.16.103.127
415       17.16.103.128     17.16.103.129 - 17.16.103.190         17.16.103.191
416       17.16.103.192     17.16.103.193 - 17.16.103.254         17.16.103.255
417       17.16.104.0       17.16.104.1 - 17.16.104.62          17.16.104.63
418       17.16.104.64      17.16.104.65 - 17.16.104.126         17.16.104.127
419       17.16.104.128     17.16.104.129 - 17.16.104.190         17.16.104.191
420       17.16.104.192     17.16.104.193 - 17.16.104.254         17.16.104.255
421       17.16.105.0       17.16.105.1 - 17.16.105.62          17.16.105.63
422       17.16.105.64      17.16.105.65 - 17.16.105.126         17.16.105.127
423       17.16.105.128     17.16.105.129 - 17.16.105.190         17.16.105.191
424       17.16.105.192     17.16.105.193 - 17.16.105.254         17.16.105.255
425       17.16.106.0       17.16.106.1 - 17.16.106.62          17.16.106.63
426       17.16.106.64      17.16.106.65 - 17.16.106.126         17.16.106.127
427       17.16.106.128     17.16.106.129 - 17.16.106.190         17.16.106.191
428       17.16.106.192     17.16.106.193 - 17.16.106.254         17.16.106.255
429       17.16.107.0       17.16.107.1 - 17.16.107.62          17.16.107.63
430       17.16.107.64      17.16.107.65 - 17.16.107.126         17.16.107.127
431       17.16.107.128     17.16.107.129 - 17.16.107.190         17.16.107.191
432       17.16.107.192     17.16.107.193 - 17.16.107.254         17.16.107.255
433       17.16.108.0       17.16.108.1 - 17.16.108.62          17.16.108.63
434       17.16.108.64      17.16.108.65 - 17.16.108.126         17.16.108.127
435       17.16.108.128     17.16.108.129 - 17.16.108.190         17.16.108.191
436       17.16.108.192     17.16.108.193 - 17.16.108.254         17.16.108.255
437       17.16.109.0       17.16.109.1 - 17.16.109.62          17.16.109.63
438       17.16.109.64      17.16.109.65 - 17.16.109.126         17.16.109.127
439       17.16.109.128     17.16.109.129 - 17.16.109.190         17.16.109.191
440       17.16.109.192     17.16.109.193 - 17.16.109.254         17.16.109.255
441       17.16.110.0       17.16.110.1 - 17.16.110.62          17.16.110.63
442       17.16.110.64      17.16.110.65 - 17.16.110.126         17.16.110.127
443       17.16.110.128     17.16.110.129 - 17.16.110.190         17.16.110.191
444       17.16.110.192     17.16.110.193 - 17.16.110.254         17.16.110.255
445       17.16.111.0       17.16.111.1 - 17.16.111.62          17.16.111.63
446       17.16.111.64      17.16.111.65 - 17.16.111.126         17.16.111.127
447       17.16.111.128     17.16.111.129 - 17.16.111.190         17.16.111.191
448       17.16.111.192     17.16.111.193 - 17.16.111.254         17.16.111.255
449       17.16.112.0       17.16.112.1 - 17.16.112.62          17.16.112.63
450       17.16.112.64      17.16.112.65 - 17.16.112.126         17.16.112.127
451       17.16.112.128     17.16.112.129 - 17.16.112.190         17.16.112.191
452       17.16.112.192     17.16.112.193 - 17.16.112.254         17.16.112.255
453       17.16.113.0       17.16.113.1 - 17.16.113.62          17.16.113.63
454       17.16.113.64      17.16.113.65 - 17.16.113.126         17.16.113.127
455       17.16.113.128     17.16.113.129 - 17.16.113.190         17.16.113.191
456       17.16.113.192     17.16.113.193 - 17.16.113.254         17.16.113.255
457       17.16.114.0       17.16.114.1 - 17.16.114.62          17.16.114.63
458       17.16.114.64      17.16.114.65 - 17.16.114.126         17.16.114.127
459       17.16.114.128     17.16.114.129 - 17.16.114.190         17.16.114.191
460       17.16.114.192     17.16.114.193 - 17.16.114.254         17.16.114.255
461       17.16.115.0       17.16.115.1 - 17.16.115.62          17.16.115.63
462       17.16.115.64      17.16.115.65 - 17.16.115.126         17.16.115.127
463       17.16.115.128     17.16.115.129 - 17.16.115.190         17.16.115.191
464       17.16.115.192     17.16.115.193 - 17.16.115.254         17.16.115.255
465       17.16.116.0       17.16.116.1 - 17.16.116.62          17.16.116.63
466       17.16.116.64      17.16.116.65 - 17.16.116.126         17.16.116.127
467       17.16.116.128     17.16.116.129 - 17.16.116.190         17.16.116.191
468       17.16.116.192     17.16.116.193 - 17.16.116.254         17.16.116.255
469       17.16.117.0       17.16.117.1 - 17.16.117.62          17.16.117.63
470       17.16.117.64      17.16.117.65 - 17.16.117.126         17.16.117.127
471       17.16.117.128     17.16.117.129 - 17.16.117.190         17.16.117.191
472       17.16.117.192     17.16.117.193 - 17.16.117.254         17.16.117.255
473       17.16.118.0       17.16.118.1 - 17.16.118.62          17.16.118.63
474       17.16.118.64      17.16.118.65 - 17.16.118.126         17.16.118.127
475       17.16.118.128     17.16.118.129 - 17.16.118.190         17.16.118.191
476       17.16.118.192     17.16.118.193 - 17.16.118.254         17.16.118.255
477       17.16.119.0       17.16.119.1 - 17.16.119.62          17.16.119.63
478       17.16.119.64      17.16.119.65 - 17.16.119.126         17.16.119.127
479       17.16.119.128     17.16.119.129 - 17.16.119.190         17.16.119.191
480       17.16.119.192     17.16.119.193 - 17.16.119.254         17.16.119.255
481       17.16.120.0       17.16.120.1 - 17.16.120.62          17.16.120.63
482       17.16.120.64      17.16.120.65 - 17.16.120.126         17.16.120.127
483       17.16.120.128     17.16.120.129 - 17.16.120.190         17.16.120.191
484       17.16.120.192     17.16.120.193 - 17.16.120.254         17.16.120.255
485       17.16.121.0       17.16.121.1 - 17.16.121.62          17.16.121.63
486       17.16.121.64      17.16.121.65 - 17.16.121.126         17.16.121.127
487       17.16.121.128     17.16.121.129 - 17.16.121.190         17.16.121.191
488       17.16.121.192     17.16.121.193 - 17.16.121.254         17.16.121.255
489       17.16.122.0       17.16.122.1 - 17.16.122.62          17.16.122.63
490       17.16.122.64      17.16.122.65 - 17.16.122.126         17.16.122.127
491       17.16.122.128     17.16.122.129 - 17.16.122.190         17.16.122.191
492       17.16.122.192     17.16.122.193 - 17.16.122.254         17.16.122.255
493       17.16.123.0       17.16.123.1 - 17.16.123.62          17.16.123.63
494       17.16.123.64      17.16.123.65 - 17.16.123.126         17.16.123.127
495       17.16.123.128     17.16.123.129 - 17.16.123.190         17.16.123.191
496       17.16.123.192     17.16.123.193 - 17.16.123.254         17.16.123.255
497       17.16.124.0       17.16.124.1 - 17.16.124.62          17.16.124.63
498       17.16.124.64      17.16.124.65 - 17.16.124.126         17.16.124.127
499       17.16.124.128     17.16.124.129 - 17.16.124.190         17.16.124.191
500       17.16.124.192     17.16.124.193 - 17.16.124.254         17.16.124.255
501       17.16.125.0       17.16.125.1 - 17.16.125.62          17.16.125.63
502       17.16.125.64      17.16.125.65 - 17.16.125.126         17.16.125.127
503       17.16.125.128     17.16.125.129 - 17.16.125.190         17.16.125.191
504       17.16.125.192     17.16.125.193 - 17.16.125.254         17.16.125.255
505       17.16.126.0       17.16.126.1 - 17.16.126.62          17.16.126.63
506       17.16.126.64      17.16.126.65 - 17.16.126.126         17.16.126.127
507       17.16.126.128     17.16.126.129 - 17.16.126.190         17.16.126.191
508       17.16.126.192     17.16.126.193 - 17.16.126.254         17.16.126.255
509       17.16.127.0       17.16.127.1 - 17.16.127.62          17.16.127.63
510       17.16.127.64      17.16.127.65 - 17.16.127.126         17.16.127.127
511       17.16.127.128     17.16.127.129 - 17.16.127.190         17.16.127.191
512       17.16.127.192     17.16.127.193 - 17.16.127.254         17.16.127.255
513       17.16.128.0       17.16.128.1 - 17.16.128.62          17.16.128.63
514       17.16.128.64      17.16.128.65 - 17.16.128.126         17.16.128.127
515       17.16.128.128     17.16.128.129 - 17.16.128.190         17.16.128.191
516       17.16.128.192     17.16.128.193 - 17.16.128.254         17.16.128.255
517       17.16.129.0       17.16.129.1 - 17.16.129.62          17.16.129.63
518       17.16.129.64      17.16.129.65 - 17.16.129.126         17.16.129.127
519       17.16.129.128     17.16.129.129 - 17.16.129.190         17.16.129.191
520       17.16.129.192     17.16.129.193 - 17.16.129.254         17.16.129.255
521       17.16.130.0       17.16.130.1 - 17.16.130.62          17.16.130.63
522       17.16.130.64      17.16.130.65 - 17.16.130.126         17.16.130.127
523       17.16.130.128     17.16.130.129 - 17.16.130.190         17.16.130.191
524       17.16.130.192     17.16.130.193 - 17.16.130.254         17.16.130.255
525       17.16.131.0       17.16.131.1 - 17.16.131.62          17.16.131.63
526       17.16.131.64      17.16.131.65 - 17.16.131.126         17.16.131.127
527       17.16.131.128     17.16.131.129 - 17.16.131.190         17.16.131.191
528       17.16.131.192     17.16.131.193 - 17.16.131.254         17.16.131.255
529       17.16.132.0       17.16.132.1 - 17.16.132.62          17.16.132.63
530       17.16.132.64      17.16.132.65 - 17.16.132.126         17.16.132.127
531       17.16.132.128     17.16.132.129 - 17.16.132.190         17.16.132.191
532       17.16.132.192     17.16.132.193 - 17.16.132.254         17.16.132.255
533       17.16.133.0       17.16.133.1 - 17.16.133.62          17.16.133.63
534       17.16.133.64      17.16.133.65 - 17.16.133.126         17.16.133.127
535       17.16.133.128     17.16.133.129 - 17.16.133.190         17.16.133.191
536       17.16.133.192     17.16.133.193 - 17.16.133.254         17.16.133.255
537       17.16.134.0       17.16.134.1 - 17.16.134.62          17.16.134.63
538       17.16.134.64      17.16.134.65 - 17.16.134.126         17.16.134.127
539       17.16.134.128     17.16.134.129 - 17.16.134.190         17.16.134.191
540       17.16.134.192     17.16.134.193 - 17.16.134.254         17.16.134.255
541       17.16.135.0       17.16.135.1 - 17.16.135.62          17.16.135.63
542       17.16.135.64      17.16.135.65 - 17.16.135.126         17.16.135.127
543       17.16.135.128     17.16.135.129 - 17.16.135.190         17.16.135.191
544       17.16.135.192     17.16.135.193 - 17.16.135.254         17.16.135.255
545       17.16.136.0       17.16.136.1 - 17.16.136.62          17.16.136.63
546       17.16.136.64      17.16.136.65 - 17.16.136.126         17.16.136.127
547       17.16.136.128     17.16.136.129 - 17.16.136.190         17.16.136.191
548       17.16.136.192     17.16.136.193 - 17.16.136.254         17.16.136.255
549       17.16.137.0       17.16.137.1 - 17.16.137.62          17.16.137.63
550       17.16.137.64      17.16.137.65 - 17.16.137.126         17.16.137.127
551       17.16.137.128     17.16.137.129 - 17.16.137.190         17.16.137.191
552       17.16.137.192     17.16.137.193 - 17.16.137.254         17.16.137.255
553       17.16.138.0       17.16.138.1 - 17.16.138.62          17.16.138.63
554       17.16.138.64      17.16.138.65 - 17.16.138.126         17.16.138.127
555       17.16.138.128     17.16.138.129 - 17.16.138.190         17.16.138.191
556       17.16.138.192     17.16.138.193 - 17.16.138.254         17.16.138.255
557       17.16.139.0       17.16.139.1 - 17.16.139.62          17.16.139.63
558       17.16.139.64      17.16.139.65 - 17.16.139.126         17.16.139.127
559       17.16.139.128     17.16.139.129 - 17.16.139.190         17.16.139.191
560       17.16.139.192     17.16.139.193 - 17.16.139.254         17.16.139.255
561       17.16.140.0       17.16.140.1 - 17.16.140.62          17.16.140.63
562       17.16.140.64      17.16.140.65 - 17.16.140.126         17.16.140.127
563       17.16.140.128     17.16.140.129 - 17.16.140.190         17.16.140.191
564       17.16.140.192     17.16.140.193 - 17.16.140.254         17.16.140.255
565       17.16.141.0       17.16.141.1 - 17.16.141.62          17.16.141.63
566       17.16.141.64      17.16.141.65 - 17.16.141.126         17.16.141.127
567       17.16.141.128     17.16.141.129 - 17.16.141.190         17.16.141.191
568       17.16.141.192     17.16.141.193 - 17.16.141.254         17.16.141.255
569       17.16.142.0       17.16.142.1 - 17.16.142.62          17.16.142.63
570       17.16.142.64      17.16.142.65 - 17.16.142.126         17.16.142.127
571       17.16.142.128     17.16.142.129 - 17.16.142.190         17.16.142.191
572       17.16.142.192     17.16.142.193 - 17.16.142.254         17.16.142.255
573       17.16.143.0       17.16.143.1 - 17.16.143.62          17.16.143.63
574       17.16.143.64      17.16.143.65 - 17.16.143.126         17.16.143.127
575       17.16.143.128     17.16.143.129 - 17.16.143.190         17.16.143.191
576       17.16.143.192     17.16.143.193 - 17.16.143.254         17.16.143.255
577       17.16.144.0       17.16.144.1 - 17.16.144.62          17.16.144.63
578       17.16.144.64      17.16.144.65 - 17.16.144.126         17.16.144.127
579       17.16.144.128     17.16.144.129 - 17.16.144.190         17.16.144.191
580       17.16.144.192     17.16.144.193 - 17.16.144.254         17.16.144.255
581       17.16.145.0       17.16.145.1 - 17.16.145.62          17.16.145.63
582       17.16.145.64      17.16.145.65 - 17.16.145.126         17.16.145.127
583       17.16.145.128     17.16.145.129 - 17.16.145.190         17.16.145.191
584       17.16.145.192     17.16.145.193 - 17.16.145.254         17.16.145.255
585       17.16.146.0       17.16.146.1 - 17.16.146.62          17.16.146.63
586       17.16.146.64      17.16.146.65 - 17.16.146.126         17.16.146.127
587       17.16.146.128     17.16.146.129 - 17.16.146.190         17.16.146.191
588       17.16.146.192     17.16.146.193 - 17.16.146.254         17.16.146.255
589       17.16.147.0       17.16.147.1 - 17.16.147.62          17.16.147.63
590       17.16.147.64      17.16.147.65 - 17.16.147.126         17.16.147.127
591       17.16.147.128     17.16.147.129 - 17.16.147.190         17.16.147.191
592       17.16.147.192     17.16.147.193 - 17.16.147.254         17.16.147.255
593       17.16.148.0       17.16.148.1 - 17.16.148.62          17.16.148.63
594       17.16.148.64      17.16.148.65 - 17.16.148.126         17.16.148.127
595       17.16.148.128     17.16.148.129 - 17.16.148.190         17.16.148.191
596       17.16.148.192     17.16.148.193 - 17.16.148.254         17.16.148.255
597       17.16.149.0       17.16.149.1 - 17.16.149.62          17.16.149.63
598       17.16.149.64      17.16.149.65 - 17.16.149.126         17.16.149.127
599       17.16.149.128     17.16.149.129 - 17.16.149.190         17.16.149.191
600       17.16.149.192     17.16.149.193 - 17.16.149.254         17.16.149.255
601       17.16.150.0       17.16.150.1 - 17.16.150.62          17.16.150.63
602       17.16.150.64      17.16.150.65 - 17.16.150.126         17.16.150.127
603       17.16.150.128     17.16.150.129 - 17.16.150.190         17.16.150.191
604       17.16.150.192     17.16.150.193 - 17.16.150.254         17.16.150.255
605       17.16.151.0       17.16.151.1 - 17.16.151.62          17.16.151.63
606       17.16.151.64      17.16.151.65 - 17.16.151.126         17.16.151.127
607       17.16.151.128     17.16.151.129 - 17.16.151.190         17.16.151.191
608       17.16.151.192     17.16.151.193 - 17.16.151.254         17.16.151.255
609       17.16.152.0       17.16.152.1 - 17.16.152.62          17.16.152.63
610       17.16.152.64      17.16.152.65 - 17.16.152.126         17.16.152.127
611       17.16.152.128     17.16.152.129 - 17.16.152.190         17.16.152.191
612       17.16.152.192     17.16.152.193 - 17.16.152.254         17.16.152.255
613       17.16.153.0       17.16.153.1 - 17.16.153.62          17.16.153.63
614       17.16.153.64      17.16.153.65 - 17.16.153.126         17.16.153.127
615       17.16.153.128     17.16.153.129 - 17.16.153.190         17.16.153.191
616       17.16.153.192     17.16.153.193 - 17.16.153.254         17.16.153.255
617       17.16.154.0       17.16.154.1 - 17.16.154.62          17.16.154.63
618       17.16.154.64      17.16.154.65 - 17.16.154.126         17.16.154.127
619       17.16.154.128     17.16.154.129 - 17.16.154.190         17.16.154.191
620       17.16.154.192     17.16.154.193 - 17.16.154.254         17.16.154.255
621       17.16.155.0       17.16.155.1 - 17.16.155.62          17.16.155.63
622       17.16.155.64      17.16.155.65 - 17.16.155.126         17.16.155.127
623       17.16.155.128     17.16.155.129 - 17.16.155.190         17.16.155.191
624       17.16.155.192     17.16.155.193 - 17.16.155.254         17.16.155.255
625       17.16.156.0       17.16.156.1 - 17.16.156.62          17.16.156.63
626       17.16.156.64      17.16.156.65 - 17.16.156.126         17.16.156.127
627       17.16.156.128     17.16.156.129 - 17.16.156.190         17.16.156.191
628       17.16.156.192     17.16.156.193 - 17.16.156.254         17.16.156.255
629       17.16.157.0       17.16.157.1 - 17.16.157.62          17.16.157.63
630       17.16.157.64      17.16.157.65 - 17.16.157.126         17.16.157.127
631       17.16.157.128     17.16.157.129 - 17.16.157.190         17.16.157.191
632       17.16.157.192     17.16.157.193 - 17.16.157.254         17.16.157.255
633       17.16.158.0       17.16.158.1 - 17.16.158.62          17.16.158.63
634       17.16.158.64      17.16.158.65 - 17.16.158.126         17.16.158.127
635       17.16.158.128     17.16.158.129 - 17.16.158.190         17.16.158.191
636       17.16.158.192     17.16.158.193 - 17.16.158.254         17.16.158.255
637       17.16.159.0       17.16.159.1 - 17.16.159.62          17.16.159.63
638       17.16.159.64      17.16.159.65 - 17.16.159.126         17.16.159.127
639       17.16.159.128     17.16.159.129 - 17.16.159.190         17.16.159.191
640       17.16.159.192     17.16.159.193 - 17.16.159.254         17.16.159.255
641       17.16.160.0       17.16.160.1 - 17.16.160.62          17.16.160.63
642       17.16.160.64      17.16.160.65 - 17.16.160.126         17.16.160.127
643       17.16.160.128     17.16.160.129 - 17.16.160.190         17.16.160.191
644       17.16.160.192     17.16.160.193 - 17.16.160.254         17.16.160.255
645       17.16.161.0       17.16.161.1 - 17.16.161.62          17.16.161.63
646       17.16.161.64      17.16.161.65 - 17.16.161.126         17.16.161.127
647       17.16.161.128     17.16.161.129 - 17.16.161.190         17.16.161.191
648       17.16.161.192     17.16.161.193 - 17.16.161.254         17.16.161.255
649       17.16.162.0       17.16.162.1 - 17.16.162.62          17.16.162.63
650       17.16.162.64      17.16.162.65 - 17.16.162.126         17.16.162.127
651       17.16.162.128     17.16.162.129 - 17.16.162.190         17.16.162.191
652       17.16.162.192     17.16.162.193 - 17.16.162.254         17.16.162.255
653       17.16.163.0       17.16.163.1 - 17.16.163.62          17.16.163.63
654       17.16.163.64      17.16.163.65 - 17.16.163.126         17.16.163.127
655       17.16.163.128     17.16.163.129 - 17.16.163.190         17.16.163.191
656       17.16.163.192     17.16.163.193 - 17.16.163.254         17.16.163.255
657       17.16.164.0       17.16.164.1 - 17.16.164.62          17.16.164.63
658       17.16.164.64      17.16.164.65 - 17.16.164.126         17.16.164.127
659       17.16.164.128     17.16.164.129 - 17.16.164.190         17.16.164.191
660       17.16.164.192     17.16.164.193 - 17.16.164.254         17.16.164.255
661       17.16.165.0       17.16.165.1 - 17.16.165.62          17.16.165.63
662       17.16.165.64      17.16.165.65 - 17.16.165.126         17.16.165.127
663       17.16.165.128     17.16.165.129 - 17.16.165.190         17.16.165.191
664       17.16.165.192     17.16.165.193 - 17.16.165.254         17.16.165.255
665       17.16.166.0       17.16.166.1 - 17.16.166.62          17.16.166.63
666       17.16.166.64      17.16.166.65 - 17.16.166.126         17.16.166.127
667       17.16.166.128     17.16.166.129 - 17.16.166.190         17.16.166.191
668       17.16.166.192     17.16.166.193 - 17.16.166.254         17.16.166.255
669       17.16.167.0       17.16.167.1 - 17.16.167.62          17.16.167.63
670       17.16.167.64      17.16.167.65 - 17.16.167.126         17.16.167.127
671       17.16.167.128     17.16.167.129 - 17.16.167.190         17.16.167.191
672       17.16.167.192     17.16.167.193 - 17.16.167.254         17.16.167.255
673       17.16.168.0       17.16.168.1 - 17.16.168.62          17.16.168.63
674       17.16.168.64      17.16.168.65 - 17.16.168.126         17.16.168.127
675       17.16.168.128     17.16.168.129 - 17.16.168.190         17.16.168.191
676       17.16.168.192     17.16.168.193 - 17.16.168.254         17.16.168.255
677       17.16.169.0       17.16.169.1 - 17.16.169.62          17.16.169.63
678       17.16.169.64      17.16.169.65 - 17.16.169.126         17.16.169.127
679       17.16.169.128     17.16.169.129 - 17.16.169.190         17.16.169.191
680       17.16.169.192     17.16.169.193 - 17.16.169.254         17.16.169.255
681       17.16.170.0       17.16.170.1 - 17.16.170.62          17.16.170.63
682       17.16.170.64      17.16.170.65 - 17.16.170.126         17.16.170.127
683       17.16.170.128     17.16.170.129 - 17.16.170.190         17.16.170.191
684       17.16.170.192     17.16.170.193 - 17.16.170.254         17.16.170.255
685       17.16.171.0       17.16.171.1 - 17.16.171.62          17.16.171.63
686       17.16.171.64      17.16.171.65 - 17.16.171.126         17.16.171.127
687       17.16.171.128     17.16.171.129 - 17.16.171.190         17.16.171.191
688       17.16.171.192     17.16.171.193 - 17.16.171.254         17.16.171.255
689       17.16.172.0       17.16.172.1 - 17.16.172.62          17.16.172.63
690       17.16.172.64      17.16.172.65 - 17.16.172.126         17.16.172.127
691       17.16.172.128     17.16.172.129 - 17.16.172.190         17.16.172.191
692       17.16.172.192     17.16.172.193 - 17.16.172.254         17.16.172.255
693       17.16.173.0       17.16.173.1 - 17.16.173.62          17.16.173.63
694       17.16.173.64      17.16.173.65 - 17.16.173.126         17.16.173.127
695       17.16.173.128     17.16.173.129 - 17.16.173.190         17.16.173.191
696       17.16.173.192     17.16.173.193 - 17.16.173.254         17.16.173.255
697       17.16.174.0       17.16.174.1 - 17.16.174.62          17.16.174.63
698       17.16.174.64      17.16.174.65 - 17.16.174.126         17.16.174.127
699       17.16.174.128     17.16.174.129 - 17.16.174.190         17.16.174.191
700       17.16.174.192     17.16.174.193 - 17.16.174.254         17.16.174.255
------------------------------------------------------------------------
